Class;gt;eval;rp;fp;fn
bicycle;89.0;79.0;72.0;7.0;17.0
car;0.0;2.0;0.0;2.0;0.0
motorcycle;0.0;3.0;0.0;3.0;0.0
person;10.0;28.0;9.0;19.0;1.0
truck;1.0;0.0;0.0;0.0;1.0
