Class;gt;eval;rp;fp;fn
bicycle;89.0;79.0;78.0;1.0;11.0
car;0.0;2.0;0.0;2.0;0.0
motorcycle;0.0;3.0;0.0;3.0;0.0
person;10.0;22.0;10.0;12.0;0.0
truck;1.0;0.0;0.0;0.0;1.0
