Class;gt;eval;rp;fp;fn
bicycle;6.0;0.0;0.0;0.0;6.0
bus;6.0;6.0;6.0;0.0;0.0
car;157.0;155.0;153.0;2.0;4.0
motorcycle;2.0;3.0;2.0;1.0;0.0
person;39.0;35.0;33.0;2.0;6.0
truck;3.0;4.0;3.0;1.0;0.0
