Class;gt;eval;rp;fp;fn
bicycle;6.0;5.0;5.0;0.0;1.0
bus;8.0;8.0;8.0;0.0;0.0
car;175.0;176.0;175.0;1.0;0.0
motorcycle;4.0;4.0;4.0;0.0;0.0
person;68.0;57.0;60.0;6.0;17.0
