;Class;gt;eval;t_start;t_end
0;person;60;54.0;13:15:00;13:17:30
1;bicycle;3;2.0;13:15:00;13:17:30
2;person;37;32.0;13:17:30;13:20:00
3;bicycle;4;4.0;13:17:30;13:20:00
4;person;30;31.0;13:20:00;13:22:30
5;bicycle;2;2.0;13:20:00;13:22:30
6;person;41;40.0;13:22:30;13:25:00
7;bicycle;1;1.0;13:22:30;13:25:00
8;person;44;43.0;13:25:00;13:27:30
9;bicycle;3;3.0;13:25:00;13:27:30
10;person;37;33.0;13:27:30;13:30:00
11;bicycle;1;0.0;13:27:30;13:30:00
