Class;gt;eval;rp;fp;fn;S;G;F1;t_int
bicycle;2;2;1;1;1;0,5;0,5;0,5;2023-04-14T00:00:10Z
bicycle;2;2;1;1;1;0,5;0,5;0,5;2023-04-14T00:00:20Z
bicycle;2;2;1;1;1;0,5;0,5;0,5;2023-04-14T00:00:30Z
bicycle;2;2;1;1;1;0,5;0,5;0,5;2023-04-14T00:00:50Z
bicycle;2;2;1;1;1;0,5;0,5;0,5;2023-04-14T00:01:00Z
bicycle;2;2;1;1;1;0,5;0,5;0,5;2023-04-14T00:01:30Z
bicycle;2;2;2;0;0;1,0;1,0;1,0;2023-04-14T00:01:40Z
bicycle;2;2;2;0;0;1,0;1,0;1,0;2023-04-14T00:02:30Z
bicycle;2;2;1;1;1;0,5;0,5;0,5;2023-04-14T00:03:00Z
bicycle;2;2;2;0;0;1,0;1,0;1,0;2023-04-14T00:05:00Z
bicycle;2;2;2;0;0;1,0;1,0;1,0;2023-04-14T00:07:30Z
bicycle;2;2;2;0;0;1,0;1,0;1,0;2023-04-14T00:15:00Z
