Class;gt;eval;rp;fp;fn;S;G;t_int
person;105;110;75;35;30;0,714285714285714;0,681818181818182;00:00:01
person;105;110;86;24;19;0,819047619047619;0,781818181818182;00:00:02
person;105;110;91;19;14;0,866666666666667;0,827272727272727;00:00:03
person;105;110;92;18;13;0,876190476190476;0,836363636363636;00:00:04
person;105;110;95;15;10;0,904761904761905;0,863636363636364;00:00:05
person;105;110;95;15;10;0,904761904761905;0,863636363636364;00:00:06
person;105;110;97;13;8;0,923809523809524;0,881818181818182;00:00:09
person;105;110;97;13;8;0,923809523809524;0,881818181818182;00:00:10
person;105;110;97;13;8;0,923809523809524;0,881818181818182;00:00:12
person;105;110;99;11;6;0,942857142857143;0,900000000000000;00:00:15
person;105;110;97;13;8;0,923809523809524;0,881818181818182;00:00:18
person;105;110;99;11;6;0,942857142857143;0,900000000000000;00:00:20
person;105;110;98;12;7;0,933333333333333;0,890909090909091;00:00:25
person;105;110;100;10;5;0,952380952380952;0,909090909090909;00:00:30
person;105;110;99;11;6;0,942857142857143;0,900000000000000;00:00:36
person;105;110;100;10;5;0,952380952380952;0,909090909090909;00:00:45
person;105;110;100;10;5;0,952380952380952;0,909090909090909;00:00:50
person;105;110;101;9;4;0,961904761904762;0,918181818181818;00:01:00
person;105;110;99;11;6;0,942857142857143;0,900000000000000;00:01:15
person;105;110;100;10;5;0,952380952380952;0,909090909090909;00:01:30
person;105;110;101;9;4;0,961904761904762;0,918181818181818;00:01:40
person;105;110;100;10;5;0,952380952380952;0,909090909090909;00:02:30
person;105;110;104;6;1;0,990476190476191;0,945454545454545;00:03:00
person;105;110;102;8;3;0,971428571428571;0,927272727272727;00:03:45
person;105;110;105;5;0;1,000000000000000;0,954545454545455;00:05:00
person;105;110;102;8;3;0,971428571428571;0,927272727272727;00:07:30
person;105;110;105;5;0;1,000000000000000;0,954545454545455;00:15:00
