;Class;gt;eval;t_start;t_end
0;bicycle;13;11.0;08:15:00;08:17:30
1;truck;1;0.0;08:15:00;08:17:30
2;person;1;1.0;08:15:00;08:17:30
3;bicycle;11;12.0;08:17:30;08:20:00
4;person;1;0.0;08:17:30;08:20:00
5;bicycle;21;19.0;08:20:00;08:22:30
6;person;1;1.0;08:20:00;08:22:30
7;bicycle;14;11.0;08:22:30;08:25:00
8;bicycle;14;14.0;08:25:00;08:27:30
9;person;2;2.0;08:25:00;08:27:30
10;bicycle;19;16.0;08:27:30;08:30:00
11;person;4;3.0;08:27:30;08:30:00
