;Class;gt;eval;t_start;t_end
0;bicycle;12;11.0;08:15:00;08:17:30
1;person;2;1.0;08:15:00;08:17:30
2;truck;1;0.0;08:15:00;08:17:30
3;bicycle;12;12.0;08:17:30;08:20:00
4;person;1;0.0;08:17:30;08:20:00
5;bicycle;20;20.0;08:20:00;08:22:30
6;person;1;1.0;08:20:00;08:22:30
7;bicycle;13;10.0;08:22:30;08:25:00
8;bicycle;14;14.0;08:25:00;08:27:30
9;person;2;2.0;08:25:00;08:27:30
10;bicycle;18;16.0;08:27:30;08:30:00
11;person;4;3.0;08:27:30;08:30:00
