;Class;gt;eval;t_start;t_end
0;person;53.0;39.0;18:30:00;18:35:00
1;bicycle;2.0;1.0;18:30:00;18:35:00
2;person;47.0;33.0;18:35:00;18:40:00
3;bicycle;2.0;1.0;18:35:00;18:40:00
4;motorcycle;0.0;2.0;18:35:00;18:40:00
5;car;0.0;1.0;18:35:00;18:40:00
6;person;75.0;41.0;18:40:00;18:45:00
7;car;1.0;0.0;18:40:00;18:45:00
8;bicycle;1.0;0.0;18:40:00;18:45:00
9;motorcycle;0.0;1.0;18:40:00;18:45:00
