Class;gt;eval;rp;fp;fn
bicycle;12.0;11.0;11.0;0.0;1.0
bus;9.0;9.0;9.0;0.0;0.0
car;198.0;193.0;192.0;1.0;6.0
motorcycle;4.0;4.0;4.0;0.0;0.0
person;120.0;97.0;96.0;9.0;32.0
truck;3.0;2.0;2.0;0.0;1.0
