Class;gt;eval;rp;fp;fn
bicycle;10;4.0;4.0;0.0;6.0
bus;9;11.0;9.0;2.0;0.0
car;190;184.0;182.0;2.0;8.0
motorcycle;4;4.0;3.0;1.0;1.0
person;105;133.0;105.0;28.0;0.0
truck;5;7.0;4.0;3.0;1.0
