Class;gt;eval;rp;fp;fn
bicycle;5.0;2.0;2.0;0.0;3.0
car;1.0;1.0;0.0;1.0;1.0
motorcycle;0.0;3.0;0.0;3.0;0.0
person;175.0;116.0;114.0;2.0;61.0
